aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate
 ,형우럭스빌(33-1),11110-2073,0033,0001,2005, , , ,"37,000",19,6,2006, , ,103.07,5,33-1,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"31,000",8,6,2006, , ,106.62,7,702,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"43,300",22,6,2006, , ,84.92,15,82,1,N, 
 ,그린,11110-41,0023,0326,2002, , , ,"12,400",10,6,2006, , ,45.27,4,23-326,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"20,300",3,6,2006, , ,84.93,1,596,1,N, 
 ,옥인시민,11110-10,0179,0003,1971, , , ,"22,500",29,6,2006, , ,59.5,3,179-3,1,N, 
 ,낙원,11110-17,0288,0000,1968, , , ,"15,000",2,6,2006, , ,70.61,15,288,1,N, 
 ,MID그린(4동),11110-97,0601,0005,2002, , , ,"16,000",7,6,2006, , ,59.55,8,601-5,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"43,000",19,6,2006, , ,84.9,12,4,1,N, 
 ,동대문상가,11110-32,0436,0064,1968, , , ,"20,500",8,6,2006, , ,48.99,5,436-64,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"40,000",12,6,2006, , ,84.92,3,82,1,N, 
 ,크래스빌,11110-101,0046,0001,2003, , , ,"65,000",10,6,2006, , ,175.81,4,46-1,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"45,000",3,6,2006, , ,120.84,14,23-816,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"22,800",12,6,2006, , ,60,4,82,1,N, 
 ,MID그린(2동),11110-153,0601,0001,2002, , , ,"15,800",11,6,2006, , ,59.26,4,601-1,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"16,000",8,6,2006, , ,64.66,9,703,1,N, 
 ,MID그린(4동),11110-97,0601,0005,2002, , , ,"15,000",12,6,2006, , ,59.55,2,601-5,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"34,500",6,6,2006, , ,115.53,10,703,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"16,000",5,6,2006, , ,54.7,4,702,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"26,000",3,7,2006, , ,84.93,14,596,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"18,400",25,7,2006, , ,59.97,7,596,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"20,000",21,7,2006, , ,79.87,13,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"14,700",19,7,2006, , ,54.7,10,703,1,N, 
 ,형우럭스빌(33-1),11110-2073,0033,0001,2005, , , ,"37,000",31,7,2006, , ,103.07,1,33-1,1,N, 
 ,동대문상가,11110-32,0436,0064,1968, , , ,"22,950",31,7,2006, , ,40.87,5,436-64,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"24,800",7,7,2006, , ,59.95,11,232,1,N, 
 ,동대문상가,11110-32,0436,0064,1968, , , ,"22,000",26,7,2006, , ,40.87,4,436-64,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"14,700",19,7,2006, , ,54.7,10,703,1,N, 
 ,동대문상가,11110-32,0436,0064,1968, , , ,"30,000",31,7,2006, , ,50.74,5,436-64,1,N, 
 ,신현(101동),11110-7,0006,0013,2002, , , ,"34,750",21,7,2006, , ,84.82,3,6-13,1,N, 
 ,동대문상가,11110-32,0436,0064,1968, , , ,"21,000",24,7,2006, , ,49.75,5,436-64,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"20,500",26,7,2006, , ,79.87,13,703,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"15,500",28,7,2006, , ,54.7,13,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"33,000",28,7,2006, , ,106.62,2,703,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"39,700",18,7,2006, , ,84.92,14,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"59,000",13,7,2006, , ,114.9,19,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"45,000",10,7,2006, , ,84.92,13,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"35,800",15,7,2006, , ,84.92,3,82,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"24,000",26,7,2006, , ,59.95,10,232,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"16,000",25,7,2006, , ,54.7,13,702,1,N, 
 ,세종로대우,11110-14,0167,0000,1994, , , ,"29,200",21,7,2006, , ,66.96,10,167,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"34,500",7,7,2006, , ,84.9,2,232,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"14,500",24,7,2006, , ,54.7,7,703,1,N, 
 ,숭인상가,11110-48,0204,0011,1979, , , ,"12,500",25,7,2006, , ,80.85,8,204-11,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"15,700",21,7,2006, , ,64.66,6,703,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"46,900",15,7,2006, , ,120.84,16,23-816,1,N, 
 ,숭인상가,11110-48,0204,0011,1979, , , ,"30,500",3,7,2006, , ,77.75,5,204-11,1,N, 
 ,대성아파트,11110-52,0041,0001,1971, , , ,"4,800",24,7,2006, , ,30.28,7,41-1,1,N, 
 ,대아파크빌,11110-86,0254,0000,1998, , , ,"14,000",26,7,2006, , ,59.22,9,254,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"15,000",21,7,2006, , ,64.66,4,703,1,N, 
 ,경희궁의아침3단지,11110-116,0072,0000,2004, , , ,"100,000",6,7,2006, , ,124.17,16,72,1,N, 
 ,형우럭스빌(33-1),11110-2073,0033,0001,2005, , , ,"35,000",19,7,2006, , ,103.07,2,33-1,1,N, 
 ,동문상가,11110-33,0436,0041,1970, , , ,"6,500",6,7,2006, , ,35.76,6,436-41,1,N, 
 ,형우럭스빌(33-1),11110-2073,0033,0001,2005, , , ,"35,000",10,7,2006, , ,103.07,4,33-1,1,N, 
 ,벽산블루밍평창힐스,11110-146,0045,0000,2004, , , ,"83,500",6,7,2006, , ,150.83,3,45,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"15,500",1,7,2006, , ,64.66,13,703,1,N, 
 ,형우럭스빌(33-1),11110-2073,0033,0001,2005, , , ,"36,000",10,8,2006, , ,103.07,2,33-1,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,000",28,8,2006, , ,79.87,4,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"23,000",10,8,2006, , ,79.87,4,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"30,000",1,8,2006, , ,115.53,1,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"15,650",17,8,2006, , ,64.66,3,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"16,000",14,8,2006, , ,64.66,13,703,1,N, 
 ,청운현대,11110-4,0056,0045,2000, , , ,"47,900",28,8,2006, , ,84.51,1,56-45,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"21,900",29,8,2006, , ,59.95,3,232,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"25,500",10,8,2006, , ,79.87,13,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"16,200",31,8,2006, , ,64.66,9,703,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"15,000",14,8,2006, , ,54.7,10,702,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"70,000",30,8,2006, , ,114.9,20,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"64,500",21,8,2006, , ,114.9,8,82,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"22,500",20,8,2006, , ,59.95,3,232,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"24,000",16,8,2006, , ,60,8,82,1,N, 
 ,숭인상가,11110-48,0204,0011,1979, , , ,"25,000",23,8,2006, , ,78.75,8,204-11,1,N, 
 ,송림아마레스아파트,11110-121,0009,0001,2004, , , ,"22,000",13,8,2006, , ,84.42,4,9-1,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"48,000",16,8,2006, , ,84.92,13,82,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"15,000",11,8,2006, , ,54.7,10,702,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"22,500",25,8,2006, , ,60,4,82,1,N, 
 ,구암하이빌,11110-89,0105,0022,2002, , , ,"15,000",31,8,2006, , ,75.89,2,105-22,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"22,000",28,8,2006, , ,79.87,10,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"25,000",22,8,2006, , ,79.87,3,702,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"46,500",11,8,2006, , ,84.92,19,82,1,N, 
 ,도시그린빌라,11110-44,0181,0121,1997, , , ,"17,000",7,8,2006, , ,57.45,3,181-121,1,N, 
 ,효자,11110-204,0005,0001,1999, , , ,"8,400",9,8,2006, , ,61.49,3,5-1,1,N, 
 ,그린,11110-41,0023,0326,2002, , , ,"13,500",11,8,2006, , ,44.12,5,23-326,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"25,200",24,8,2006, , ,84.93,10,596,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"19,300",19,8,2006, , ,79.87,2,703,1,N, 
 ,갑을아파트,11110-68,0595,0000,1997, , , ,"10,000",10,8,2006, , ,53.33,13,595,1,N, 
 ,형우럭스빌(33-1),11110-2073,0033,0001,2005, , , ,"27,000",2,8,2006, , ,92.87,4,33-1,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"22,000",14,8,2006, , ,79.87,14,703,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"40,000",16,8,2006, , ,120.84,5,23-816,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"33,100",28,8,2006, , ,106.62,9,703,1,N, 
 ,동대문상가,11110-32,0436,0064,1968, , , ,"33,000",4,8,2006, , ,73.19,4,436-64,1,N, 
 ,대아파크빌,11110-86,0254,0000,1998, , , ,"16,600",4,8,2006, , ,59.22,8,254,1,N, 
 ,대아파크빌,11110-86,0254,0000,1998, , , ,"16,400",9,8,2006, , ,59.22,9,254,1,N, 
 ,옥인시민,11110-10,0179,0003,1971, , , ,"11,000",10,8,2006, , ,39.67,1,179-3,1,N, 
 ,동대문,11110-30,0328,0017,1966, , , ,"14,500",5,8,2006, , ,28.8,2,328-17,1,N, 
 ,동대문,11110-30,0328,0017,1966, , , ,"15,000",3,8,2006, , ,28.8,3,328-17,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"21,250",14,8,2006, , ,79.87,13,703,1,N, 
 ,대성아파트,11110-52,0041,0001,1971, , , ,"20,000",1,8,2006, , ,94.94,4,41-1,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"35,500",7,8,2006, , ,84.5,19,23-816,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"25,000",19,8,2006, , ,79.87,5,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"15,000",2,8,2006, , ,54.7,5,702,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"15,000",11,8,2006, , ,45.5,3,55,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"33,700",1,8,2006, , ,115.53,7,703,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"21,000",9,8,2006, , ,79.87,8,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"14,150",1,8,2006, , ,54.7,5,703,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"46,000",3,8,2006, , ,84.92,17,82,1,N, 
 ,건양하늘터,11110-2128,0023,0000,2006, , , ,"33,288",1,8,2006, , ,84.9,1,23,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"21,700",23,9,2006, , ,79.87,5,703,1,N, 
 ,브라운스톤창신,11110-2150,0023,0076,2006, , , ,"31,257",30,9,2006, , ,84.67,4,23-76,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"67,990",24,9,2006, , ,114.9,8,82,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"23,800",14,9,2006, , ,79.87,6,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"35,000",28,9,2006, , ,115.53,4,703,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"31,500",10,9,2006, , ,106.62,3,702,1,N, 
 ,동성아파트(1동),11110-124,0004,0161,1999, , , ,"11,500",21,9,2006, , ,49.56,3,4-161,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"28,700",22,9,2006, , ,79.87,8,702,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"48,950",28,9,2006, , ,84.92,8,82,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"24,000",30,9,2006, , ,59.95,6,232,1,N, 
 ,흥인,11110-40,0627,0021,1997, , , ,"14,500",27,9,2006, , ,58.23,4,627-21,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"19,980",27,9,2006, , ,60,1,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"15,000",28,9,2006, , ,64.66,11,703,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"26,990",25,9,2006, , ,60,11,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"53,390",22,9,2006, , ,84.92,19,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"16,600",29,9,2006, , ,64.66,11,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"15,500",26,9,2006, , ,64.66,5,703,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"34,600",26,9,2006, , ,84.9,5,232,1,N, 
 ,세종,11110-13,0100,0000,1983, , , ,"64,560",28,9,2006, , ,156.74,9,100,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"21,000",25,9,2006, , ,79.87,11,703,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"55,950",25,9,2006, , ,114.9,10,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"22,000",26,9,2006, , ,79.87,6,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"16,250",29,9,2006, , ,64.66,12,703,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"25,000",22,9,2006, , ,84.93,3,596,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"21,000",23,9,2006, , ,79.87,4,703,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"17,000",14,9,2006, , ,59.97,9,596,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"21,800",27,9,2006, , ,79.87,7,703,1,N, 
 ,동아,11110-51,0101,0000,1995, , , ,"25,000",18,9,2006, , ,59.98,5,101,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"21,700",25,9,2006, , ,79.87,7,703,1,N, 
 ,옥인시민,11110-10,0179,0003,1971, , , ,"26,000",5,9,2006, , ,59.5,4,179-3,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,800",18,9,2006, , ,79.87,11,702,1,N, 
 ,숭인모범105동,11110-136,0569,0003,2000, , , ,"13,700",30,9,2006, , ,59.74,4,569-3,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"23,500",22,9,2006, , ,59.95,6,232,1,N, 
 ,"동문(비동,씨동)(494-0)",11110-45,0494,0000,1997, , , ,"16,400",28,9,2006, , ,59.94,2,494,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"22,500",20,9,2006, , ,59.95,12,232,1,N, 
 ,신현(101동),11110-7,0006,0013,2002, , , ,"36,000",24,9,2006, , ,84.82,4,6-13,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"44,500",30,9,2006, , ,84.9,18,4,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"47,950",26,9,2006, , ,84.92,10,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"21,400",14,9,2006, , ,79.87,9,703,1,N, 
 ,신문로맨션,11110-15,0238,0000,1981, , , ,"26,300",22,9,2006, , ,91.53,9,238,1,N, 
 ,롯데낙천대,11110-71,0072,0000,2001, , , ,"44,300",29,9,2006, , ,87.27,4,72,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"25,450",5,9,2006, , ,60,9,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"22,800",20,9,2006, , ,79.87,13,703,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"27,300",17,9,2006, , ,60,15,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"59,458",5,9,2006, , ,114.9,5,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"34,100",9,9,2006, , ,115.53,5,703,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"42,700",7,9,2006, , ,84.92,23,82,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"12,000",29,9,2006, , ,36.08,7,55,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"37,000",4,9,2006, , ,84.92,1,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"47,000",5,9,2006, , ,84.92,18,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"60,500",19,9,2006, , ,114.9,4,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"31,000",25,9,2006, , ,106.62,4,703,1,N, 
 ,"동문(비동,씨동)(494-0)",11110-45,0494,0000,1997, , , ,"15,300",18,9,2006, , ,59.94,5,494,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"19,500",12,9,2006, , ,59.95,23,232,1,N, 
 ,경희궁파크팰리스,11110-107,0095,0000,2003, , , ,"82,000",28,9,2006, , ,117.26,11,95,1,N, 
 ,동대문상가,11110-32,0436,0064,1968, , , ,"20,000",5,9,2006, , ,40.87,5,436-64,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"22,500",18,9,2006, , ,59.95,5,232,1,N, 
 ,동문(482-0),11110-132,0482,0000,2002, , , ,"19,000",20,9,2006, , ,60,5,482,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"16,000",27,9,2006, , ,46.64,2,55,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"13,800",19,9,2006, , ,54.7,3,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"16,200",25,9,2006, , ,64.66,8,703,1,N, 
 ,도시그린빌라트18차,11110-1465,0820,0001,1997, , , ,"18,300",3,9,2006, , ,59.76,4,820-1,1,N, 
 ,별빛고운,11110-2132,0235,0002,2006, , , ,"29,580",22,9,2006, , ,71.85,1,235-2,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"43,000",23,9,2006, , ,84.92,8,82,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"24,200",11,9,2006, , ,79.87,13,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"22,000",1,9,2006, , ,79.87,6,703,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"23,500",4,9,2006, , ,59.95,10,232,1,N, 
 ,별빛고운,11110-2132,0235,0002,2006, , , ,"41,480",1,9,2006, , ,100.69,2,235-2,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"26,900",18,9,2006, , ,84.93,13,596,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"42,300",5,9,2006, , ,84.92,12,82,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"17,000",1,9,2006, , ,54.7,8,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"32,750",4,9,2006, , ,115.53,5,703,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"23,800",9,9,2006, , ,79.87,7,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"13,500",2,9,2006, , ,54.7,8,703,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"25,800",11,9,2006, , ,68.06,7,23-816,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"25,300",5,9,2006, , ,68.06,6,23-816,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"14,000",8,9,2006, , ,64.66,1,703,1,N, 
 ,삼흥,11110-35,0638,0045,1996, , , ,"12,750",6,9,2006, , ,57.78,2,638-45,1,N, 
 ,MID그린(5동),11110-98,0601,0004,2002, , , ,"14,900",1,9,2006, , ,59.04,7,601-4,1,N, 
 ,명륜동주상복합아남아파트,11110-26,0237,0000,1999, , , ,"21,000",1,9,2006, , ,47.43,5,237,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"45,000",4,9,2006, , ,84.9,15,4,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"38,695",3,10,2006, , ,84.92,1,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"24,490",16,10,2006, , ,60,10,82,1,N, 
 ,숭인상가,11110-48,0204,0011,1979, , , ,"32,000",11,10,2006, , ,78.75,8,204-11,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"18,500",28,10,2006, , ,64.66,5,703,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"29,000",30,10,2006, , ,79.87,5,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"19,000",30,10,2006, , ,54.7,7,702,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"38,500",30,10,2006, , ,84.9,20,232,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"24,300",19,10,2006, , ,59.95,14,232,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"25,230",27,10,2006, , ,60,7,82,1,N, 
 ,브라운스톤창신,11110-2150,0023,0076,2006, , , ,"31,905",27,10,2006, , ,84.81,3,23-76,1,N, 
 ,롯데낙천대,11110-71,0072,0000,2001, , , ,"39,000",26,10,2006, , ,84.21,2,72,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"27,000",26,10,2006, , ,84.93,13,596,1,N, 
 ,MID그린(4동),11110-97,0601,0005,2002, , , ,"15,900",30,10,2006, , ,59.55,7,601-5,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"42,500",28,10,2006, , ,84.9,9,232,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"17,500",25,10,2006, , ,54.7,14,702,1,N, 
 ,경희궁의아침3단지,11110-116,0072,0000,2004, , , ,"120,500",27,10,2006, , ,150.48,14,72,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"51,550",26,10,2006, , ,84.92,8,82,1,N, 
 ,옥인시민,11110-10,0179,0003,1971, , , ,"24,000",3,10,2006, , ,59.5,5,179-3,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"32,590",23,10,2006, , ,84.92,1,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"17,900",18,10,2006, , ,64.66,11,703,1,N, 
 ,MID그린(2동),11110-153,0601,0001,2002, , , ,"14,400",21,10,2006, , ,54.72,1,601-1,1,N, 
 ,신현(102동),11110-112,0006,0011,2002, , , ,"34,500",27,10,2006, , ,84.82,3,6-11,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"16,000",25,10,2006, , ,54.7,2,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"18,600",31,10,2006, , ,54.7,6,702,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"48,000",27,10,2006, , ,84.9,9,4,1,N, 
 ,MID그린(9동),11110-95,0601,0006,2002, , , ,"15,500",27,10,2006, , ,59.9,5,601-6,1,N, 
 ,동대문상가,11110-32,0436,0064,1968, , , ,"31,000",21,10,2006, , ,72.4,4,436-64,1,N, 
 ,MID그린(1동),11110-94,0601,0000,2002, , , ,"16,300",17,10,2006, , ,59.55,6,601,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"16,900",16,10,2006, , ,64.66,9,703,1,N, 
 ,MID그린(2동),11110-153,0601,0001,2002, , , ,"16,300",19,10,2006, , ,59.26,7,601-1,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"69,990",19,10,2006, , ,114.9,14,82,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"43,500",25,10,2006, , ,84.9,15,4,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"23,000",21,10,2006, , ,79.87,1,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"37,000",16,10,2006, , ,106.62,9,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"28,000",17,10,2006, , ,79.87,9,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"19,000",27,10,2006, , ,64.66,7,703,1,N, 
 ,형우럭스빌(33-1),11110-2073,0033,0001,2005, , , ,"36,000",26,10,2006, , ,103.07,3,33-1,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"46,490",15,10,2006, , ,84.92,15,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"35,800",27,10,2006, , ,115.53,1,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"13,000",30,10,2006, , ,54.7,1,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"23,800",29,10,2006, , ,79.87,3,703,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"42,490",7,10,2006, , ,84.92,12,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"17,100",16,10,2006, , ,64.66,5,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"15,500",18,10,2006, , ,54.7,7,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"14,300",30,10,2006, , ,54.7,2,703,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"27,300",25,10,2006, , ,84.98,3,596,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"29,980",31,10,2006, , ,60,14,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"17,500",20,10,2006, , ,64.66,9,703,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"23,490",21,10,2006, , ,60,13,82,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"17,300",25,10,2006, , ,54.7,5,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"18,500",27,10,2006, , ,79.87,15,703,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"33,900",25,10,2006, , ,84.9,6,232,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"17,500",17,10,2006, , ,64.66,10,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"17,000",20,10,2006, , ,64.66,5,703,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"43,300",25,10,2006, , ,84.9,14,4,1,N, 
